Name,Release_Date,Genre,Cast,Duration,Country,IMDB
Interceptor,5/26/2022,"Thriller,Drama,Adventure,Action","ElsaPataky,AaronGlenane,ColinFriels,PaulCaesar,SteveMorris",98,UnitedStatesofAmerica,4.5
Boulevard des assassins,3/29/1982,"Crime,Drama,Mystery","VictorLanoux,StéphaneAudran,Marie-FrancePisier,Jean-LouisTrintignant,MaxVialle",105,France,5.6
Elizabeth: The Unseen Queen,5/29/2022,Documentary,"QueenElizabethIIoftheUnitedKingdom,",77,UnitedKingdom,7.3
Angela,1/1/1995,Drama,"JohnVentimiglia,IoTillettWright,AnnaLevine,VincentGallo,RuthMaleczech",99,UnitedStatesofAmerica,6.3
South Park: The Streaming Wars,6/1/2022,"Comedy,Animation","TreyParker,AprilStewart,MattStone,AdrienBeard,",49,UnitedStatesofAmerica,6.9
A Genie's Tail,2/19/2022,"Family,Comedy","RileyJackson,BradyBond,NickFisher,JakePaul,HunterPayton",89,UnitedStatesofAmerica,5.3
Norm Macdonald: Nothing Special,5/30/2022,"Documentary,Comedy","NormMacdonald,DaveChappelle,AdamSandler,ConanO'Brien,MollyShannon",86,UnitedStatesofAmerica,7.6
Deep in the Forest,7/19/2021,Thriller,"LarryCedar,UrsulaBrooks,CelaScott,PeterJason,RogerM.Mayer",77,UnitedStatesofAmerica,2.8
A Small Fortune,9/16/2021,Thriller,"LianeBalaban,StephenOates,AndreaBang,MattCooke,JoelThomasHynes",91,Canada,5.1
Row 19,11/11/2021,"Horror,Thriller","AnnaGlaube,AnatolyKot,VitaliyaKornienko,SvetlanaIvanova,EkaterinaVilkova",77,Russia,4.5
They Rode West,12/4/1954,"Western,Action","RobertFrancis,OnslowStevens,DonnaReed,JackKelly,RoyRoberts",84,UnitedStatesofAmerica,5.9
The Four-Faced Liar,1/1/2010,"Comedy,Romance,Drama","GilZabarsky,Marja-LewisRyan,DanielCarlisle,ToddKubrak,EmilyPeck",87,UnitedStatesofAmerica,5.6
Spitfire Over Berlin,5/13/2022,War,"KrisSaddler,VinHawke,TomGordon,DavidDobson,",80,UnitedKingdom,4.4
Navalny,4/8/2022,"Thriller,Documentary","AlexeiNavalny,YuliaNavalnaya,DashaNavalnaya,ZakharNavalny,ChristoGrozev",98,UnitedStatesofAmerica,7.4
The Dreaming,5/13/1988,"Horror,Fantasy","GarySweet,ArthurDignam,JohnNoble,PatrickFrost,PennyCook",91,Australia,5
Montana Story,5/2/2022,Drama,"OwenTeague,KimberlyGuerrero,HaleyLuRichardson,EugeneBraveRock,GilbertOwuor",113,UnitedStatesofAmerica,6.4
Moloch,5/19/2022,Horror,"AlexandreWillaume,MarkoesaHamer,JackWouterse,SallieHarmsen,AnnekeBlok",99,Netherlands,6.1
The Blockhouse,1/1/1973,"War,Drama","PeterSellers,PeterVaughan,JeremyKemp,PerOscarsson,NicholasJones",93,UnitedKingdom,5.8
Kedibone,1/2/2020,Drama,"ThaboMalema,NatashaThahane,BusisiweMtshali,ThamiMngqolo,KennethNkosi",94,SouthAfrica,4.6
Take Me Out to the Ball Game,3/9/1949,"Comedy,Music,Romance","GeneKelly,EstherWilliams,BettyGarrett,TomDugan,SallyForrest",93,UnitedStatesofAmerica,6.7
Slipstream,2/3/2005,ScienceFiction,"VinnieJones,SeanAstin,IvanaMiličević,GrantSwanby,HakeemKae-Kazim",89,"Zambia,UnitedStatesofAmerica,SouthAfrica,Germany",4.5
Iain Stirling Failing Upwards,5/27/2022,Comedy,"IainStirling,",67,"UnitedKingdom,UnitedStatesofAmerica",5.7
Elizabeth: A Portrait in Part(s),4/21/2022,Documentary,"QueenElizabethIIoftheUnitedKingdom,",89,UnitedKingdom,5.7
Shock,8/12/1977,"Thriller,Horror","PaulCostello,JohnSteiner,DariaNicolodi,LambertoBava,IvanRassimov",95,Italy,6.2
National Lampoon's Movie Madness,4/23/1982,Comedy,"RheaPerlman,ChristopherLloyd,PeterRiegert,HennyYoungman,HarryReems",89,UnitedStatesofAmerica,3.1
Lonely Wives,1/28/1972,Comedy,"RenaBergen,AndreasMannkopff,IngridSteeger,IngridvanBergen,EwaStrömberg",77,Germany,4.4
Lillehammer ’94: 16 Days of Glory,11/27/1994,Documentary,"WillLyman,",209,UnitedStatesofAmerica,7.1
Head Office,6/6/1985,Comedy,"DonNovello,GeorgeCoe,DannyDeVito,BruceWagner,DianeRobin",90,UnitedStatesofAmerica,5.4
Hello Again - A Wedding A Day,9/17/2020,"Romance,Comedy","EdinHasanovic,AliciavonRittberg,EmiliaSchüle,TimOliverSchultz,JuleRonstedt",92,Germany,5.7
Freud: The Secret Passion,12/12/1962,Drama,"RosalieCrutchley,EileenHerlie,SusanKohner,SusannahYork,LarryParks",140,UnitedStatesofAmerica,7.2
Evolver,2/10/1995,"ScienceFiction,Horror,Action","CindyPickett,WilliamH.Macy,TimGriffin,EthanEmbry,JohndeLancie",90,UnitedStatesofAmerica,5.4
Dirty Laundry,10/1/1987,"Comedy,Action","RobbieRist,LeighMcCloskey,FrankieValli,NicholasWorth,HertaWare",79,UnitedStatesofAmerica,3.9
"Dagmar's Hot Pants, Inc.",10/1/1971,"Romance,Comedy,Drama","RobertStrauss,SvendJohansen,TorIsedal,HelliLouise,SolveigAndersson",85,"UnitedStatesofAmerica,Denmark,Sweden",4.2
Black Mill,10/15/2020,"Adventure,Family","MagdalenaNieć,MarcinDorociński,MariaCiunelis,KatarzynaGalica,KrzysztofKiersznowski",97,Poland,5.3
Crime + Punishment in Suburbia,8/25/2000,Drama,"EllenBarkin,MichaelIronside,NickiAycox,JeffreyWright,ConchataFerrell",100,UnitedStatesofAmerica,5.8
Clearcut,9/10/1991,"Thriller,Drama,Horror","RonLea,TomJackson,MichaelHogan,RaoulMaxTrujillo,FloydRedCrowWesterman",100,Canada,6.9
Chemo,10/2/2015,Drama,"AgnieszkaŻulewska,DanutaStenka,AdamWoronowicz,RobertWabich,ErykLubos",95,Poland,5.9
Boat People,10/13/1982,Drama,"GeorgeLam,SeasonMa,AndyLau,CoraMiao,Shui-ChiuGan",109,HongKong,7.5
Blow Up of Blow-Up,1/1/2016,Documentary,N/A,52,N/A,5.6
Beyond the Infinite Two Minutes,6/5/2020,"Comedy,ScienceFiction","AkiAsakura,MunenoriNagano,TakashiSumita,YoshifumiSakai,GotaIshida",70,Japan,7.3
American Revolution 2,1/1/1969,Documentary,"DickGregory,RichardJ.Daley,CharlesGeary,BobbyRush,PierreSalinger",76,UnitedStatesofAmerica,6.6
A Day in the Death of Joe Egg,1/1/1972,"Drama,Comedy","AlanBates,PeterBowles,SheilaGish,JanetSuzman,JeanMarsh",106,UnitedKingdom,6.8
"20,000 Leagues Under the Sea",12/24/1916,"Action,Drama,ScienceFiction,Adventure","MattMoore,JosephW.Girard,JaneGail,AllenHolubar,HowardCrampton",105,"Bahamas,UnitedStatesofAmerica",6.1
Gracious Night,11/17/2020,Drama,"TimoTorikka,AnuSinisalo,PihlaPenttinen,SanttuKarvonen,PerttiSveholm",90,Finland,5.7
Thurgood,2/24/2011,Drama,"LaurenceFishburne,",105,UnitedStatesofAmerica,7.8
The Wilby Conspiracy,2/1/1975,"Adventure,Action,Drama,Thriller","PrunellaGee,NicolWilliamson,HelmutDantine,SaeedJaffrey,SidneyPoitier",105,UnitedKingdom,6.3
The Rolling Stones: Olé Olé Olé! – A Trip Across Latin America,10/21/2016,"Documentary,Music","RonWood,MickJagger,KeithRichards,CharlieWatts,",105,UnitedKingdom,7.4
The Enemy Within,8/24/1994,"Thriller,Drama,TVMovie","IsabelGlasser,DanaDelany,JasonRobards,GeorgeDzundza,LisaSummerour",86,N/A,5.7
Holocaust 2000,11/25/1977,"ScienceFiction,Drama,Horror","KirkDouglas,SimonWard,SpirosFocás,AnthonyQuayle,AgostinaBelli",106,"Italy,UnitedKingdom",5.4
Sasaki in My Mind,11/27/2020,"Drama,Romance","KisetsuFujiwara,SakurakoKonishi,YumiKawai,NijiroMurakami,MinoriHagiwara",118,Japan,6.6
"Rosa la Rose, Public Girl",3/2/1986,Drama,"JeanSorel,MarianneBasler,CatherineLachens,PierreCosso,EvelyneBuyle",92,France,6.3
Robin Redbreast,12/10/1970,"TVMovie,Mystery,Horror","AnnaCropper,FredaBamford,AmandaWalker,BernardHepton,JulianHolloway",76,UnitedKingdom,7.3
Rapt,11/18/2009,"Thriller,Drama","YvanAttal,MichelVoïta,FrançoiseFabian,AndréMarcon,AnneConsigny",125,"Belgium,France",6.7
Puzzle of a Downfall Child,12/16/1970,Drama,"VivecaLindfors,BarryMorse,JohnHeffernan,SydneyWalker,JaneHallaren",105,UnitedStatesofAmerica,6.5
Pavement,12/13/2002,"TVMovie,Thriller,Mystery","RobertPatrick,LaurenHolly,DannyKeogh,ChrisHoffman,EddieDriscoll",91,"Germany,SouthAfrica",5.4
Odd Jobs,3/1/1986,Comedy,"SavannahSmithBoucher,PaulReiser,RickOverton,RichardForonjy,ScottMcGinnis",88,UnitedStatesofAmerica,4.6
Nailed,11/27/2019,"Crime,Comedy","JoEun-ji,ParkYong-woo,KimHan-jong,HyunBong-sik,HanSoo-yeon",96,SouthKorea,5.7
"Cupola, Where the Furnaces Glow",4/8/1962,Drama,"EijirōTōno,TanieKitabayashi,TakeshiKatô,ShoichiOzawa,KinSugai",100,Japan,7.3
Enigma,5/30/2009,ScienceFiction,"NadiaSalamanca,VenturaAlvarez,",42,N/A,4.8
Consequence,7/11/2003,"Thriller,Action","ArmandAssante,RickySchroder,GrantSwanby,LolaGlaudini,NadiaKretschmer",97,N/A,4.9
Under the Rose,6/22/2017,"Thriller,Drama,Mystery,Crime","MiquelInsua,PedroCasablanc,ElisabetGelabert,RamiroBlas,EvaLlorach",99,N/A,6.3
"Autumn, Autumn",9/26/2018,Drama,"LeeSang-hee,LeeSe-rang,YangHeung-ju,WooJi-hyeon,KimMin-joong",77,SouthKorea,6.4
Americano,11/30/2011,Drama,"SalmaHayek,CarlosBardem,GeraldineChaplin,ChiaraMastroianni,Jean-PierreMocky",105,France,5.1
Alley Cat,7/15/2017,N/A,"YosukeKubozuka,YuiIchikawa,BabaRyouma,HiroshiShinagawa,MasakiMiura",129,Japan,6.5
Zero Contact,5/27/2022,"ScienceFiction,Thriller","MartinStenmarck,AnthonyHopkins,ChrisBrochu,TJKayama,JamesC.Burns",96,UnitedStatesofAmerica,2.9
There Are No Saints,5/27/2022,"Crime,Action,Thriller","ShannynSossamon,TimRoth,RonPerlman,GaryCarlosCervantes,NealMcDonough",105,"UnitedStatesofAmerica,Mexico",4.7
Kick Like Tayla,5/27/2022,Documentary,"TaylaHarris,GillonMcLachlan,",57,Australia,5.7
Kenny Sebastian: The Most Interesting Person in the Room,5/29/2020,Comedy,"KennySebastian,",67,India,6
Emergency,5/20/2022,"Drama,Thriller,Comedy","DonaldWatkins,SabrinaCarpenter,RJCyler,SebastianChacon,MaddieNichols",105,UnitedStatesofAmerica,6.1
White Ant,3/17/2017,Drama,"KangRenWu,AviisZhong,Wei-JieHu,Tai-YanYu,AlinaFang-Ting",95,Taiwan,6.3
The Star Next Door,9/21/2017,Comedy,"ImSeul-ong,LimHyung-jun,JinJi-hee,KimBo-mi,YooYeon-mi",98,SouthKorea,6.1
The Kids in the Bikes,11/27/2020,Drama,"CarolinaGodoy,CarlaGusolfino,MiguelÁngelSimmons,IgnacioPedrone,NicolásCucinelli",84,Argentina,6.2
Sympathy for the Underdog,1/12/1971,"Action,Crime,Drama","KenjiImai,HarumiSone,NoboruAndô,TomisaburōWakayama,KojiTsuruta",93,Japan,7.4
Sister Emanuelle,8/10/1977,Drama,"MónicaZanchi,PiaVelsi,LauraGemser,RikBattaglia,DirceFunari",92,Italy,5.2
Story of a Cloistered Nun,11/9/1973,Drama,"TinoCarraro,UmbertoOrsini,SuzyKendall,KonradGeorg,ClaraColosimo",97,"Germany,France,Italy",5.5
So Cute,11/26/2004,Comedy,"ParkHee-soon,KimHee-jeong,LeeSeung-chae,KimJoon-bae,ChuKwi-jung",117,SouthKorea,4.2
She's on Duty,3/17/2005,"Action,Comedy","GongYoo,NamSang-mi,HongSoo-a,OhGwang-rok,KimSang-ho",111,SouthKorea,6.2
Pilgrimage,7/12/1933,"War,Romance,Comedy,Drama","HeatherAngel,LucilleLaVerne,JayWard,BettyBlythe,FrancisFord",96,UnitedStatesofAmerica,7.2
Paju,10/28/2009,"Romance,Drama","ShimYi-young,SonKang-gook,LeeKyung-young,LeeBong-gyu,KimJa-young",111,SouthKorea,6.5
Nude Area,6/1/2014,"Romance,Drama","SammyBoonstra,ImaanHammam,BenjamindeWit,",73,"Netherlands,Poland",5.2
Ned Kelly,7/1/1970,"Drama,Action,Western","FrankThring,GerryDuggan,SergeLazareff,MickJagger,ClarissaKaye-Mason",106,UnitedKingdom,5
Night Games,9/12/1966,Drama,"JörgenLindström,KeveHjelm,MonicaZetterlund,RuneLindström,GeorgÅrlin",105,Sweden,6.2
My Name Is Jonah,3/27/2014,Documentary,"JBSapienza,GaryBader,BelkysDantz,Ferg,GeorgeDantz",103,N/A,7.5
Mondo Cane 2,11/30/1963,Documentary,N/A,102,Italy,5.8
Luz: The Flower of Evil,10/7/2019,"Western,Fantasy,Drama,Horror","YuriVargas,JimMuñoz,AndreaEsquivel,ConradoOsorio,DanielPáez",104,Colombia,5
Like You Know It All,5/14/2009,Drama,"KoHyun-jung,UhmJi-won,MoonChang-gil,SeoYoung-hwa,JungYu-mi",126,SouthKorea,6.9
Journey to Shiloh,5/10/1968,"War,Western,Drama","JamesCaan,MichaelSarrazin,MichaelBurns,PaulPetersen,HarrisonFord",101,UnitedStatesofAmerica,5.6
Jazzy Misfits,5/27/2020,"Drama,Comedy,Family","ChoMin-soo,KimJi-hoon,KimEun-young,LeeKyu-ho,TerrisBrown",92,SouthKorea,6.2
"Institute Benjamenta, or This Dream People Call Human Life",8/1/1995,"Drama,Animation","MarkRylance,AliceKrige,UriRoodner,CésarSaratxu,GottfriedJohn",104,"UnitedKingdom,Germany,Japan",7
History of the Occult,1/13/2020,"Thriller,Horror,Drama","GermanBaudino,NadiaLozano,HéctorOstrovsky,AgustínRecondo,HernánAltamirano",82,Argentina,6.4
Hearty Paws 2,7/22/2010,"Comedy,Adventure","HansZhang,KwonHae-hyo,SongJoong-ki,KimJung-tae,SungDong-il",92,SouthKorea,6.5
Girl Stroke Boy,8/12/1971,Comedy,"MichaelHordern,RudolphWalker,PatriciaRoutledge,CliveFrancis,JoanGreenwood",86,UnitedKingdom,6.2
All My Sons,5/1/1948,"Drama,Crime","EdwardG.Robinson,BurtLancaster,LouisaHorton,HowardDuff,HerbVigran",95,UnitedStatesofAmerica,7.3
The Magic Maker,11/25/2021,"TVMovie,Documentary","AdamTrent,",43,UnitedStatesofAmerica,3.8
The Hall: Honoring the Greats of Stand-Up,5/19/2022,"Comedy,Documentary","JonStewart,JohnMulaney,DaveChappelle,PeteDavidson,JeffRoss",70,UnitedStatesofAmerica,6.3
"Rodrigo Sant'anna: I'm Here, I'm Queer!",5/19/2022,Comedy,"RodrigoSant’anna,",63,Brazil,3
Look At Me: XXXTENTACION,3/15/2022,"Music,Documentary","XXXTentacion,StokelyGoulbourne,GenevaAyala,CleopatraBernard,SolomonSobande",108,UnitedStatesofAmerica,7.3
Weird Woman,3/1/1944,"Mystery,Horror","RalphMorgan,LoisCollier,AnneGwynne,HarryHayden,KayHarding",64,UnitedStatesofAmerica,6.2
The Show Must Go On,4/5/2007,"Comedy,Action,Drama","ParkJi-young,SongKang-ho,ChoiJong-ryul,KwonTae-won,KimKyung-ik",112,SouthKorea,6.8
The Manitou,4/28/1978,Horror,"SusanStrasberg,AnnSothern,LureneTuttle,JeanetteNolan,StellaStevens",104,"Canada,UnitedStatesofAmerica",5.3
Intern,1/21/2000,Comedy,"KathyGriffin,PaulinaPorizkova,JamesUrbaniak,AnnaLevine,DavidDeblinger",90,UnitedStatesofAmerica,4.5
The Horrible Obsessions,12/16/1972,N/A,"RieYokoyama,TsunehikoWatase,MitsukoAoi,ToshiyukiTsuchiyama,RokkôToura",88,Japan,4.8
The Crime of the Century,2/18/1933,"Crime,Mystery","GordonWestcott,RobertElliott,IsabelJewell,FrancesDee,FredKelsey",73,UnitedStatesofAmerica,6.6
The Body Beautiful,10/3/1991,N/A,"ValentineNonyela,SianMartin,SaffronBurrows,BrianBovell,MaureenDouglass",23,UnitedKingdom,6.2
"Sweetie, You Won't Believe It",3/5/2020,"Horror,Comedy,Thriller","DaniyarAlshinov,AzamatMarklenov,AsselKaliyeva,YerkebulanDaiyrov,",84,Kazakhstan,6.3
303 Squadron,8/31/2018,"War,Drama","PiotrAdamczyk,MaciejZakościelny,JanWieczorkowski,MaciejMarczewski,CaraTheobold",100,"Poland,UnitedKingdom",5.6
Snow In Sea Breeze,1/8/2015,"Romance,Drama","JeonMoo-song,LeeYoung-ah,SongJae-hee,ParkHae-jin,",109,SouthKorea,7.1
Sexy Line,1/9/1961,N/A,"JunkoIkeuchi,YôkoMihara,ToshiakiKonoe,MakoSanjō,TeruoYoshida",82,Japan,6.7
Princess Tam Tam,11/2/1935,"Drama,Comedy","GermaineAussey,VivianeRomance,AlbertPréjean,GeorgesPéclet,JeanGalland",77,France,6.3
Munger Road,9/30/2011,Thriller,"BrookePeoples,LaurenStorm,BruceDavison,HallockBeals,TrevorMorgan",85,UnitedStatesofAmerica,4.4
Jade Warrior,9/8/2006,"Fantasy,Adventure,Action,Romance,Thriller","ZhangJingchu,TommiEronen,MarkkuPeltola,KristaKosonen,ChengTaishen",110,"Finland,Estonia,Netherlands,China",5.8
How to Train Our Dragon,11/16/2018,Comedy,"BruceHung,EugenieLiu,BerantZhu,Li-AngChang,KentTsai",100,Taiwan,4.7
Hotel Colonial,1/8/1987,"Adventure,Thriller","ZaideSilviaGutiérrez,JohnSavage,RachelWard,AnnaGaliena,RobertDuvall",92,"UnitedStatesofAmerica,Italy,Mexico",4.1
Hello Brother,5/27/2005,Drama,"BaeJong-ok,ParkJi-bin,Ji-hyeOh,SeoBeom-sik,ChoiJin-ho",95,SouthKorea,7
Fögi Is a Bastard,1/1/1998,"Romance,Drama","FrédéricAndrau,SebastianKrähenbühl,GillesTschudi,UlrichBodamer,FranchRainault",91,"France,Switzerland",6.5
FM,4/20/1978,"Music,Comedy,Drama","RobertaWallach,CassieYates,EileenBrennan,RobertPatten,JamesKeach",104,UnitedStatesofAmerica,6.3
Dead Man's Eyes,11/10/1944,"Crime,Mystery","GeorgeMeeker,EdwardFielding,EddieDunn,PierreWatkin,PaulKelly",64,UnitedStatesofAmerica,6
The Sweet Escape,6/10/2015,"Comedy,Drama","MichelVuillermoz,PierreArditi,BrunoPodalydès,NoémieLvovsky,Jean-NoëlBrouté",105,France,6.4
Brother's Friend,5/26/2018,"Romance,Comedy","KoudaiMatsuoka,RyuseiYokohama,TsuyoshiFurukawa,MatsukazeRisaki,JunFukuyama",85,Japan,5.8
Blossoms - Back To Stockport,11/8/2020,"Documentary,Music","CharlieSalt,JoshDewhurst,JoeDonovan,TomOgden,MylesKellock",95,N/A,8.4
Alive,5/21/2015,Drama,"LeeSeung-yeon,LeeNa-ra,ParkJung-bum,ParkHee-von,ParkMyung-hoon",175,SouthKorea,6.7
A Time for Dying,9/15/1969,Western,"BeatriceKay,AudieMurphy,RobertRandom,CharlesWagenheim,WalterReed",73,UnitedStatesofAmerica,5.7
A Last Note,6/3/1995,Drama,"MasahikoTsugawa,NobukoOtowa,MitsukoBaisho,AkajiMaro,Ken'ichirôHoshino",110,Japan,6.8
A Homance,10/10/1986,"Action,Drama","RyûjiKatagiri,ItoYozaburo,YûsakuMatsuda,SatomiTezuka,MinoruShiga",99,Japan,5.9
Ricky Gervais: SuperNature,5/24/2022,Comedy,"RickyGervais,",64,UnitedKingdom,7.6
Neurotic Beauty,5/17/2022,"Drama,Thriller","DanielTolbert,L.MelvinWard,IsaakGracia,AlyEtienne,KarissaNabbie",100,UnitedStatesofAmerica,2.8
Men,5/20/2022,"Horror,Mystery,Drama","SonoyaMizuno,JessieBuckley,RoryKinnear,PaapaEssiedu,GayleRankin",100,"UnitedKingdom,UnitedStatesofAmerica",6.1
Meeting Boone,5/7/2022,"Crime,Romance,Drama","GroverMcCants,LouisMartinez,MarcusWoods,CamarynKimball,DuaneShabazz",92,UnitedStatesofAmerica,7.8
Jackass 4.5,5/20/2022,"Comedy,Action,Documentary","SeanMcInerney,JasperDolphin,EhrenMcGhehey,ChrisPontius,JohnnyKnoxville",90,UnitedStatesofAmerica,6.5
Godspeed,5/23/2022,Drama,"ErgunKuyucu,TolgaSarıtaş,EnginAkyurek,EbruNilAydın,IlkerKizmaz",119,Turkey,6.5
Family Camp,5/13/2022,"Comedy,Family","Leigh-AllynBaker,MarkChristopherLawrence,MykeHolmes,CeceKelly,KesleeBlalock",111,UnitedStatesofAmerica,4.9
Bad Influence,5/20/2022,"Crime,TVMovie,Thriller,Drama","DevinCecchetto,KayleighShikanai,JennieGarth,MarlainaAndre,AustinBall",89,Canada,5.5
What a Man Wants,4/5/2018,Comedy,"ShinHa-kyun,SongJi-hyo,LeeSung-min,LeeEl,JangYoung-nam",100,SouthKorea,6.3
Thunder Bay,5/21/1953,"Drama,Adventure","JayC.Flippen,DanDuryea,GilbertRoland,JoanneDru,MarciaHenderson",103,UnitedStatesofAmerica,6.5
The Girl Can't Help It,12/1/1956,"Comedy,Music","JayneMansfield,JulieLondon,EddieFontaine,TomEwell,BarryGordon",99,UnitedStatesofAmerica,6.8
The Fugitive,11/11/1947,"Drama,History,Western","HenryFonda,J.CarrolNaish,PedroArmendáriz,RobertArmstrong,WardBond",100,"Mexico,UnitedStatesofAmerica",6.3
Strange Confession,10/5/1945,"Mystery,Horror,Drama,Crime","J.CarrolNaish,MaryGordon,LonChaneyJr.,ChristianRub,IanWolfe",62,UnitedStatesofAmerica,6.5
Standoff,1/11/1998,Crime,"PaulBen-Victor,DennisHaysbert,RobertSeanLeonard,TriciaVessey,PaulScherrer",91,UnitedStatesofAmerica,5
Parasomnia,10/17/2008,"Horror,Thriller","SeanYoung,KathrynLeighScott,PatrickKilpatrick,JeffreyCombs,TimothyBottoms",103,UnitedStatesofAmerica,5.1
My Gal Sal,4/30/1942,"Romance,Music,Comedy","VictorMature,JamesGleason,WalterCatlett,HarryStrang,FrankOrth",103,UnitedStatesofAmerica,6.2
Murder Is My Beat,2/27/1955,"Mystery,Crime","RobertShayne,SelenaRoyle,PaulLangton,BarbaraPayton,TraceyRoberts",77,UnitedStatesofAmerica,6
Kids in the Hall: Brain Candy,4/2/1996,Comedy,"KathrynGreenwood,BruceMcCulloch,ScottThompson,BrendanFraser,KevinMcDonald",89,"UnitedStatesofAmerica,Canada",6.9
Horizons West,10/11/1952,Western,"JohnMcIntire,RaymondBurr,JamesArness,DennisWeaver,DouglasFowley",81,UnitedStatesofAmerica,6.2
Drive All Night,3/20/2021,Thriller,"YutakaTakeuchi,JamesJ.DerJr.,JohnnyGilligan,SarahDumont,StephanieWhigham",95,UnitedStatesofAmerica,4.4
County Line: All In,5/22/2022,Action,"TomWopat,KelseyCrane,DenimRichards,PatriciaRichardson,AbbiButler",86,UnitedStatesofAmerica,4.9
Zomblogalypse,5/24/2022,"Comedy,Horror","MilesWatts,TonyHipwell,HannahBungard,",98,UnitedKingdom,2.5
Captors,5/24/2022,"Thriller,Horror","MarkRolston,YuliaKlass,KenGarito,MichaelParé,JoshKelly",94,UnitedStatesofAmerica,5.5
Paulie Go!,5/24/2022,Comedy,"EthanDizon,MadisonWolfe,BernardWhite,DavidTheune,TracieThoms",58,UnitedStatesofAmerica,5.3
Rip in Time,5/22/2022,"Fantasy,Romance,Drama,TVMovie","NiallMatter,TorreyDeVitto,CaseyManderson,EricKeenleyside,",84,"Canada,UnitedStatesofAmerica",6.8
Teen Titans Go! &amp; DC Super Hero Girls: Mayhem in the Multiverse,5/23/2022,"Animation,Comedy,Action","KharyPayton,ScottMenville,GregCipes,TaraStrong,KimberlyBrooks",79,UnitedStatesofAmerica,5.3
Morbid Colors,10/16/2021,Horror,"DrewBeasley,KaraGray,JonathonBeavers,EmilyDurchholz,CindyMaples",105,UnitedStatesofAmerica,3.8
Save the Cinema,1/14/2022,Drama,"RhodGilbert,SamanthaMorton,JoeHurst,TomFelton,WynneEvans",109,UnitedKingdom,6.5
Voices,4/11/1973,"Thriller,Horror,Drama","PeggyAnnClifford,DavidHemmings,AdamBridge,GayleHunnicutt,LynnFarleigh",91,UnitedKingdom,5.7
The Big Hit,8/28/2020,"Comedy,Drama","MarinaHands,DavidAyala,SofianKhammes,PierreLottin,KadMerad",105,France,7
Swearnet: The Movie,8/29/2014,Comedy,"RobbWells,JohnPaulTremblay,Scott'CarrotTop'Thompson,PatrickRoach,TomGreen",112,Canada,6
Spring Bears Love,7/16/2003,"Comedy,Romance,Drama","KimNam-jin,BaeDoo-na,Hyeon-kyeongLim,OhGwang-rok,UhmTae-woong",98,SouthKorea,5.9
Sleep,10/29/2020,Horror,"SwantjeKohlhof,AugustSchmölzer,MaxHubacher,KatharinaBehrens,MartinaSchöne-Radunski",102,Germany,5.8
Park Na-rae: Glamour Warning,10/16/2019,Comedy,"ParkNa-rae,",62,SouthKorea,5.2
Owl,2/7/2003,"Comedy,Crime,Drama","ShinobuŌtake,AkiraEmoto,TomoroTaguchi,NaomasaMusaka,AyumiIto",119,Japan,6.6
One Day,4/5/2017,"Fantasy,Drama","KimNam-gil,ImHwa-young,ChunWoo-hee,JeongSun-kyung,KimYe-joon",114,SouthKorea,6.4
Mea Maxima Culpa: Silence in the House of God,11/16/2012,Documentary,"EthanHawke,JohnSlattery,BenitoMussolini,JameySheridan,ChrisCooper",106,UnitedStatesofAmerica,8
"Onoda: 10,000 Nights in the Jungle",7/21/2021,"Adventure,War,Drama","YûyaMatsuura,KaiInowaki,TetsuyaChiba,Taiga,MutsuoYoshioka",167,"Belgium,Cambodia,Germany,Italy,Japan,France",7.2
The Uprising,10/23/1980,"War,Drama","AugustinPereira,CarlosCatania,VickyMontero,GabriellaCristiani,SaidaMendietaRuiz",101,"Germany,CostaRica",6.7
The Black House,11/13/1999,Horror,"MasaakiUchino,ShinobuŌtake,DaikichiSugawara,ToshieKobayashi,MachikoWashio",118,Japan,6.1
In the City of Dawn,10/8/2011,"Romance,Mystery,Drama","KyokoFukada,TaeKimura,MasayaKikawada,HisakoManda,GorôKishitani",129,Japan,5.4
When the Mist Clears,5/19/2022,"Romance,Drama","ChristianHoward,SilviaBusuioc,MaddalenaIschiale,CengizDervis,VictorPtak",102,UnitedKingdom,3.1
The Sanctity of Space,3/4/2022,Documentary,"RenanOzturk,ZackSmith,FreddieWilkinson,",101,UnitedStatesofAmerica,7.1
Guns at Batasi,10/30/1964,"Drama,Action,War","RichardAttenborough,GrahamStark,JohnLeyton,DavidLodge,MiaFarrow",103,UnitedKingdom,7.1
"Go Away, Ultramarine",9/6/2019,"Drama,ScienceFiction,Mystery","RyuseiYokohama,MarieIitoyo,KiyoMatsumoto,KenshiroIwai,MarioKuroba",105,Japan,5.1
G'mor Evian!,12/15/2012,"Drama,Family,Music","AnnaTsuchiya,Non,KumikoAso,YoOizumi,AyakaMiyoshi",106,Japan,6.2
The Huntress of Auschwitz,5/23/2022,"Horror,Thriller,War","RulaLenska,LowriWatts-Joyce,CharlieBond,PaulDewdney,SteveWraith",82,UnitedStatesofAmerica,3
Faithless,9/15/2000,"Romance,Drama","ErlandJosephson,ThérèseBrunnander,StinaEkblad,Jan-OlofStrandberg,KristerHenriksson",142,"Sweden,Finland,Germany,Norway,Italy",7.4
The Disruptors,4/20/2021,Documentary,"Will.i.am,TerryBradshaw,ParisHilton,WendyDavis,HowieMandel",98,UnitedStatesofAmerica,8.3
